1	s0	0.13518347198388395
0	s0	0.7081121899701449
-2	s0	1.926810230124445e-40
2	s0	4.344263334446027e-34
-1	s0	0.15670433804597034
-3	s0	2.424782426164346e-102
6	s0	2.954619128532899e-200
3	s0	1.0383888441630184e-162
4	s0	0.0
-4	s0	0.0
-5	s0	3.67607785771686e-136
5	s0	0.0
-6	s0	0.0
1	s1	7.703274470311189e-41
0	s1	0.0003261063497030581
-2	s1	0.3626518399719377
2	s1	0.0022518583047585936
-1	s1	0.2002300519990665
-3	s1	0.24513108879544823
6	s1	0.0
3	s1	3.96972920417186e-145
4	s1	3.977202690995069e-297
-4	s1	0.10938028938767895
-5	s1	0.030727376892974802
5	s1	0.0
-6	s1	0.04930138829842972
1	s2	0.2139985100178634
0	s2	0.029980457953506175
-2	s2	3.1596534773858675e-94
2	s2	0.31704384095052013
-1	s2	0.0219535958209143
-3	s2	1.6825068056183003e-189
6	s2	0.04831370920662666
3	s2	0.23425791898213058
4	s2	0.09620361394652853
-4	s2	1.4621469471685648e-238
-5	s2	1.8388680779962394e-171
5	s2	0.03824835312191277
-6	s2	0.0
